RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
184,375,2023-02-01 00:59:18.7977889,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,5660,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: Windows Feature Experience Pack,ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{45B7CE32-1EDD-4F61-B9CB-3B8C11BFAF62}""},{""@Name"":""RuleName"",""#text"":""Windows Feature Experience Pack""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
185,376,2023-02-01 00:59:18.7982452,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,5660,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{E2F04D88-7869-40CD-BB5D-ABA9D4668BB4}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
186,377,2023-02-01 00:59:18.7983720,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,5660,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{F0F5B25C-50B2-41B6-A107-6CBF9CEF7217}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
187,378,2023-02-01 00:59:18.7985327,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,5660,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{04E92DEF-68FE-41E0-96CB-07F490C0F2FC}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
188,379,2023-02-01 00:59:18.7989104,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,5660,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{422843B3-C3BC-43EA-BAF3-461ABA260916}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
189,380,2023-02-01 00:59:18.7993695,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{F493F7E1-E004-4546-95C3-26BA31658BC9}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
190,381,2023-02-01 00:59:18.7994911,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{0F334AAB-1E76-46DA-88B3-2F1EC46FAC85}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
191,382,2023-02-01 00:59:18.7996495,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{22776062-D9E9-426F-BA87-0201FE6CC262}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
192,383,2023-02-01 00:59:18.7999837,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{0E820BE0-37D4-4174-AC5E-B09CEE2832BC}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
193,384,2023-02-01 00:59:18.8004599,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{E9F34352-EBB8-4EAA-8C22-8450E6E2A05C}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
194,385,2023-02-01 00:59:18.8005654,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{BAB96CE6-04E8-4F75-924B-1FF3791F45E1}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
195,386,2023-02-01 00:59:18.8006651,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{F9A344F1-EBA8-4A59-AE14-7415375069B5}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
196,387,2023-02-01 00:59:18.8007682,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{3D5720B4-B298-40F1-8813-25A9EF715014}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
197,388,2023-02-01 00:59:18.8008761,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{4121DDE9-6ACC-426E-AEB3-BCA4E16CA795}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
198,389,2023-02-01 00:59:18.8009654,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{DEB72B3D-6FAC-4143-96D7-7F95E700F5B5}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
199,390,2023-02-01 00:59:18.8010499,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{FAD42C59-57C8-4631-9E99-EFA41B3A6FB4}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
200,391,2023-02-01 00:59:18.8013726,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{DCFA0FD6-6D46-4ED5-A8D3-4400CD7F511A}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
201,392,2023-02-01 00:59:18.8016550,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{572889F6-2151-48FB-A295-B2EDCF74DF92}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
202,393,2023-02-01 00:59:18.8019951,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: UDK Package,ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{139F5180-330E-4452-A50B-F68CEE7696E2}""},{""@Name"":""RuleName"",""#text"":""UDK Package""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
203,394,2023-02-01 00:59:18.8021154,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: UDK Package,ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{C5E3BED5-5B9B-47C8-8005-0EAE1BE3C513}""},{""@Name"":""RuleName"",""#text"":""UDK Package""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
204,395,2023-02-01 00:59:18.8025277,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.OOBENetworkCaptivePortal_10.0.19041.1023_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.OOBENetworkCaptivePortal/Resources/AppDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{4AD14EAC-6FC5-48FA-8045-645F8FA8BACD}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.OOBENetworkCaptivePortal_10.0.19041.1023_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.OOBENetworkCaptivePortal/Resources/AppDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
205,396,2023-02-01 00:59:18.8026123,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.OOBENetworkCaptivePortal_10.0.19041.1023_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.OOBENetworkCaptivePortal/Resources/AppDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{2E151A73-8102-4430-AAA1-0C4ADE381260}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.OOBENetworkCaptivePortal_10.0.19041.1023_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.OOBENetworkCaptivePortal/Resources/AppDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
206,397,2023-02-01 00:59:18.8027232,2006,Info,Microsoft-Windows-Windows Firewall With Advanced Security,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2836,4848,DESKTOP-887GK2L,3,S-1-5-19,A rule has been deleted in the Windows Defender Firewall exception list,,,RuleName: @{Microsoft.Windows.OOBENetworkCaptivePortal_10.0.19041.1023_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.OOBENetworkCaptivePortal/Resources/AppDisplayName},ModifyingApplication: C:\Windows\System32\svchost.exe,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Firewall-Firewall.evtx,0x8000020000000000,0,"{""EventData"":{""Data"":[{""@Name"":""RuleId"",""#text"":""{95169A12-F102-43B2-A712-9812044406A0}""},{""@Name"":""RuleName"",""#text"":""@{Microsoft.Windows.OOBENetworkCaptivePortal_10.0.19041.1023_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.OOBENetworkCaptivePortal/Resources/AppDisplayName}""},{""@Name"":""ModifyingUser"",""#text"":""S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052""},{""@Name"":""ModifyingApplication"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
