RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
11,11,2023-02-01 00:40:22.3503755,5007,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,2808,1504,WIN-5OGN97SDH8J,0,S-1-5-18,The antimalware platform configuration changed,,,Old Value: Default\Scan\DaysUntilAggressiveCatchupQuickScan = 0x19,New Value: HKLM\SOFTWARE\Microsoft\Windows Defender\Scan\DaysUntilAggressiveCatchupQuickScan = 0x1E,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Old Value"",""#text"":""Default\\Scan\\DaysUntilAggressiveCatchupQuickScan = 0x19""},{""@Name"":""New Value"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows Defender\\Scan\\DaysUntilAggressiveCatchupQuickScan = 0x1E""}]}}"
12,12,2023-02-01 00:40:22.3508030,5007,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,2808,1504,WIN-5OGN97SDH8J,0,S-1-5-18,The antimalware platform configuration changed,,,Old Value: Default\Signature Updates\SignatureType = 0x0,New Value: HKLM\SOFTWARE\Microsoft\Windows Defender\Signature Updates\SignatureType = 0x0,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Old Value"",""#text"":""Default\\Signature Updates\\SignatureType = 0x0""},{""@Name"":""New Value"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows Defender\\Signature Updates\\SignatureType = 0x0""}]}}"
13,13,2023-02-01 00:40:22.3509636,5007,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,2808,1504,WIN-5OGN97SDH8J,0,S-1-5-18,The antimalware platform configuration changed,,,Old Value: Default\SpyNet\MAPSconcurrency = 0x1,New Value: HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\MAPSconcurrency = 0x1,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Old Value"",""#text"":""Default\\SpyNet\\MAPSconcurrency = 0x1""},{""@Name"":""New Value"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows Defender\\SpyNet\\MAPSconcurrency = 0x1""}]}}"
14,14,2023-02-01 00:40:22.3509738,5007,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,2808,1504,WIN-5OGN97SDH8J,0,S-1-5-18,The antimalware platform configuration changed,,,"Old Value: Default\SpyNet\SpyNetReportingLocation = , REST:https://wdcp.microsoft.com/wdcp.svc/submitReport, ","New Value: HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\SpyNetReportingLocation = , SOAP:https://wdcp.microsoft.com/WdCpSrvc.asmx, SOAP:https://wdcpalt.microsoft.com/WdCpSrvc.asmx, REST:https://wdcp.microsoft.com/wdcp.svc/submitReport, REST:https://wdcpalt.microsoft.com/wdcp.svc/submitReport, BOND:https://wdcp.microsoft.com/wdcp.svc/bond/submitreport, BOND:https://wdcpalt.microsoft.com/wdcp.svc/bond/submitreport, ",,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Old Value"",""#text"":""Default\\SpyNet\\SpyNetReportingLocation = , REST:https://wdcp.microsoft.com/wdcp.svc/submitReport, ""},{""@Name"":""New Value"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows Defender\\SpyNet\\SpyNetReportingLocation = , SOAP:https://wdcp.microsoft.com/WdCpSrvc.asmx, SOAP:https://wdcpalt.microsoft.com/WdCpSrvc.asmx, REST:https://wdcp.microsoft.com/wdcp.svc/submitReport, REST:https://wdcpalt.microsoft.com/wdcp.svc/submitReport, BOND:https://wdcp.microsoft.com/wdcp.svc/bond/submitreport, BOND:https://wdcpalt.microsoft.com/wdcp.svc/bond/submitreport, ""}]}}"
15,15,2023-02-01 00:40:22.3509782,5007,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,2808,1504,WIN-5OGN97SDH8J,0,S-1-5-18,The antimalware platform configuration changed,,,Old Value: Default\SpyNet\SSLOptions = 0x0,New Value: HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\SSLOptions = 0x3,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Old Value"",""#text"":""Default\\SpyNet\\SSLOptions = 0x0""},{""@Name"":""New Value"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows Defender\\SpyNet\\SSLOptions = 0x3""}]}}"
16,16,2023-02-01 00:40:22.3509849,5007,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,2808,1504,WIN-5OGN97SDH8J,0,S-1-5-18,The antimalware platform configuration changed,,,Old Value: Default\SpyNet\MAPSconcurrencyDss = 0xA,New Value: HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\MAPSconcurrencyDss = 0xA,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Old Value"",""#text"":""Default\\SpyNet\\MAPSconcurrencyDss = 0xA""},{""@Name"":""New Value"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows Defender\\SpyNet\\MAPSconcurrencyDss = 0xA""}]}}"
17,17,2023-02-01 01:41:15.9666671,1150,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,2216,3824,DESKTOP-887GK2L,0,S-1-5-18,Defender is up and running in a healthy state,,,"Signature Version: ",,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Platform version"",""#text"":""4.18.1909.6""},{""@Name"":""Unused""},{""@Name"":""Engine version"",""#text"":""1.1.16400.2""},{""@Name"":""Security intelligence version"",""#text"":""1.303.25.0""}]}}"
18,18,2023-02-01 01:41:15.9667556,1151,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,2216,3824,DESKTOP-887GK2L,0,S-1-5-18,,,,,,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Platform version"",""#text"":""4.18.1909.6""},{""@Name"":""Unused""},{""@Name"":""Engine version"",""#text"":""1.1.16400.2""},{""@Name"":""NRI engine version"",""#text"":""1.1.16400.2""},{""@Name"":""AV security intelligence version"",""#text"":""1.303.25.0""},{""@Name"":""AS security intelligence version"",""#text"":""1.303.25.0""},{""@Name"":""NRI security intelligence version"",""#text"":""1.303.25.0""},{""@Name"":""RTP state"",""#text"":""%%901""},{""@Name"":""OA state"",""#text"":""%%901""},{""@Name"":""IOAV state"",""#text"":""%%901""},{""@Name"":""BM state"",""#text"":""%%901""},{""@Name"":""Last AV security intelligence age"",""#text"":""1225""},{""@Name"":""Last AS security intelligence age"",""#text"":""1225""},{""@Name"":""Last quick scan age"",""#text"":""4294967295""},{""@Name"":""Last full scan age"",""#text"":""4294967295""},{""@Name"":""AV security intelligence creation time"",""#text"":""9/24/2019 5:12:58 AM""},{""@Name"":""AS security intelligence creation time"",""#text"":""9/24/2019 5:12:58 AM""},{""@Name"":""Last quick scan start time"",""#text"":""1/1/1601 12:00:00 AM""},{""@Name"":""Last quick scan end time"",""#text"":""1/1/1601 12:00:00 AM""},{""@Name"":""Last quick scan source"",""#text"":""0""},{""@Name"":""Last full scan start time"",""#text"":""1/1/1601 12:00:00 AM""},{""@Name"":""Last full scan end time"",""#text"":""1/1/1601 12:00:00 AM""},{""@Name"":""Last full scan source"",""#text"":""0""},{""@Name"":""Product status"",""#text"":""0x00080000""}]}}"
19,19,2023-03-01 07:15:48.5541556,5007,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,3008,5192,DESKTOP-887GK2L,0,S-1-5-18,The antimalware platform configuration changed,,,Old Value: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpCampRing = 0x1,"New Value: ",,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Old Value"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows Defender\\MpEngine\\MpCampRing = 0x1""},{""@Name"":""New Value""}]}}"
20,20,2023-03-01 07:15:48.5541610,5007,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,3008,5192,DESKTOP-887GK2L,0,S-1-5-18,The antimalware platform configuration changed,,,Old Value: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpEngineRing = 0x1,"New Value: ",,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Old Value"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows Defender\\MpEngine\\MpEngineRing = 0x1""},{""@Name"":""New Value""}]}}"
21,21,2023-03-01 07:15:50.9775923,5007,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,3008,5192,DESKTOP-887GK2L,0,S-1-5-18,The antimalware platform configuration changed,,,Old Value: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpGradualEngineRelease = 0x1,"New Value: ",,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Old Value"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows Defender\\MpEngine\\MpGradualEngineRelease = 0x1""},{""@Name"":""New Value""}]}}"
22,22,2023-03-01 07:15:50.9775961,5007,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,3008,5192,DESKTOP-887GK2L,0,S-1-5-18,The antimalware platform configuration changed,,,Old Value: HKLM\SOFTWARE\Microsoft\Windows Defender\MpEngine\MpCampGradualRelease = 0x1,"New Value: ",,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Old Value"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows Defender\\MpEngine\\MpCampGradualRelease = 0x1""},{""@Name"":""New Value""}]}}"
23,23,2023-03-01 07:15:51.1463725,2002,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,3008,5204,DESKTOP-887GK2L,0,S-1-5-18,,,,,,,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Current Engine Version"",""#text"":""1.1.20000.2""},{""@Name"":""Previous Engine Version"",""#text"":""1.1.16400.2""},{""@Name"":""Unused""},{""@Name"":""Unused2""},{""@Name"":""Unused3""},{""@Name"":""Domain"",""#text"":""NT AUTHORITY""},{""@Name"":""User"",""#text"":""SYSTEM""},{""@Name"":""SID"",""#text"":""S-1-5-18""},{""@Name"":""Unused4""},{""@Name"":""Unused5""},{""@Name"":""Feature Index"",""#text"":""0""},{""@Name"":""Feature Name"",""#text"":""%%802""}]}}"
24,24,2023-03-01 07:15:51.1464788,2000,Info,Microsoft-Windows-Windows Defender,Microsoft-Windows-Windows Defender/Operational,3008,5204,DESKTOP-887GK2L,0,S-1-5-18,Update - The antimalware definitions updated successfully,NT AUTHORITY\SYSTEM,,"Current: ","Current: ",Product Version: 4.18.1909.6,,,,,False,C:\Users\turan\Desktop\defense-work-evtx-files\Windows Defender-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Product Name"",""#text"":""%%827""},{""@Name"":""Product Version"",""#text"":""4.18.1909.6""},{""@Name"":""Current security intelligence Version"",""#text"":""1.383.823.0""},{""@Name"":""Previous security intelligence Version"",""#text"":""1.303.25.0""},{""@Name"":""Unused""},{""@Name"":""Unused2""},{""@Name"":""Unused3""},{""@Name"":""Domain"",""#text"":""NT AUTHORITY""},{""@Name"":""User"",""#text"":""SYSTEM""},{""@Name"":""SID"",""#text"":""S-1-5-18""},{""@Name"":""Security intelligence Type Index"",""#text"":""1""},{""@Name"":""Security intelligence Type"",""#text"":""%%800""},{""@Name"":""Update Type Index"",""#text"":""1""},{""@Name"":""Update Type"",""#text"":""%%803""},{""@Name"":""Current Engine Version"",""#text"":""1.1.20000.2""},{""@Name"":""Previous Engine Version"",""#text"":""1.1.16400.2""}]}}"
